customerID,Prediction_Date,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Model_used,Churn,Probability
8336-TAVKX,2024-08-30,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,Gradient Boost Classifier,No,1.41
2468-SJFLM,2024-08-30,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,Gradient Boost Classifier,Yes,65.59
3181-VTHOE,2024-08-30,Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,Gradient Boost Classifier,No,8.25
7168-HDQHG,2024-08-30,Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,Gradient Boost Classifier,No,8.17
4803-AXVYP,2024-08-30,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Gradient Boost Classifier,Yes,50.69
3884-HCSWG,2024-08-30,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Gradient Boost Classifier,Yes,59.72
4567-AKPIA,2024-08-30,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,Gradient Boost Classifier,Yes,21.29
5077-DXTCG,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Gradient Boost Classifier,Yes,64.74
1142-WACZW,2024-08-30,Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Gradient Boost Classifier,Yes,40.38
7901-HXJVA,2024-08-30,Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,Gradient Boost Classifier,Yes,47.92
5649-ANRML,2024-08-30,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Gradient Boost Classifier,Yes,57.27
4892-VLANZ,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Gradient Boost Classifier,Yes,32.42
5924-IFQTT,2024-08-30,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,Gradient Boost Classifier,Yes,19.64
7968-QUXNS,2024-08-30,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,Gradient Boost Classifier,Yes,12.32
2919-HBCJO,2024-08-30,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Gradient Boost Classifier,Yes,54.12
4236-XPXAV,2024-08-30,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Gradient Boost Classifier,Yes,51.82
8903-WMRNW,2024-08-30,Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,Gradient Boost Classifier,Yes,51.5
2452-SNHFZ,2024-08-30,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,Gradient Boost Classifier,Yes,21.87
3629-WEAAM,2024-08-30,Female,No,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,Gradient Boost Classifier,Yes,18.9
6029-CSMJE,2024-08-30,Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,Gradient Boost Classifier,Yes,33.86
7993-NQLJE,2024-08-30,Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,Gradient Boost Classifier,Yes,27.38
9909-DFRJA,2024-08-30,Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,Gradient Boost Classifier,Yes,17.61
9099-FTUHS,2024-08-30,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,Gradient Boost Classifier,Yes,13.26
0581-BXBUB,2024-08-30,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,Gradient Boost Classifier,Yes,49.82
4962-CHQPW,2024-08-30,Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,Gradient Boost Classifier,No,3.89
9467-ROOLM,2024-08-30,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,Gradient Boost Classifier,No,8.19
3030-YZADT,2024-08-30,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Gradient Boost Classifier,Yes,24.06
7410-KTVFV,2024-08-30,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Gradient Boost Classifier,Yes,20.22
5150-ITWWB,2024-08-30,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,Gradient Boost Classifier,Yes,87.81
2253-KPMNB,2024-08-30,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,Gradient Boost Classifier,No,1.71
1345-ZUKID,2024-08-30,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,Gradient Boost Classifier,No,5.06
6429-SHBCB,2024-08-30,Male,No,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,Gradient Boost Classifier,Yes,22.46
9281-OFDMF,2024-08-30,Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,Gradient Boost Classifier,Yes,40.8
2603-HVKCG,2024-08-30,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,Gradient Boost Classifier,Yes,53.11
1834-WULEG,2024-08-30,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,Gradient Boost Classifier,No,3.77
9097-ZUBYC,2024-08-30,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,Gradient Boost Classifier,Yes,17.06
5148-ORICT,2024-08-30,Female,No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,Gradient Boost Classifier,No,2.4
4893-GYUJU,2024-08-30,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,Gradient Boost Classifier,No,4.96
4578-PHJYZ,2024-08-30,Male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,Gradient Boost Classifier,No,5.62
7272-QDCKA,2024-08-30,Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,Gradient Boost Classifier,Yes,32.45
8908-SLFCJ,2024-08-30,Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,Gradient Boost Classifier,No,2.44
8393-DLHGA,2024-08-30,Male,No,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Gradient Boost Classifier,Yes,52.61
9766-HGEDE,2024-08-30,Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,Gradient Boost Classifier,No,4.93
6968-MHOMU,2024-08-30,Male,No,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,Gradient Boost Classifier,Yes,17.22
7395-IGJOS,2024-08-30,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Gradient Boost Classifier,Yes,50.81
5044-XDPYX,2024-08-30,Female,No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,Gradient Boost Classifier,No,1.72
1814-WFGVS,2024-08-30,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,Gradient Boost Classifier,No,1.46
2834-SPCJV,2024-08-30,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Gradient Boost Classifier,Yes,27.91
3721-WKIIL,2024-08-30,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,Gradient Boost Classifier,No,2.29
6734-CKRSM,2024-08-30,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,Gradient Boost Classifier,Yes,13.77
1265-ZFOSD,2024-08-30,Female,No,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,Gradient Boost Classifier,No,2.51
6568-POCUI,2024-08-30,Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,Gradient Boost Classifier,No,9.78
7890-VYYWG,2024-08-30,Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Gradient Boost Classifier,Yes,61.73
5197-LQXXH,2024-08-30,Female,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,Gradient Boost Classifier,No,2.38
9907-SWKKF,2024-08-30,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Gradient Boost Classifier,Yes,70.73
3457-PQBYH,2024-08-30,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,Gradient Boost Classifier,No,1.79
7682-AZNDK,2024-08-30,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,Gradient Boost Classifier,Yes,38.58
0587-DMGBH,2024-08-30,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Gradient Boost Classifier,Yes,27.76
5384-ZTTWP,2024-08-30,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,Gradient Boost Classifier,No,9.36
3745-HRPHI,2024-08-30,Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,Gradient Boost Classifier,No,3.56
7636-OWBPG,2024-08-30,Male,Yes,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,Gradient Boost Classifier,Yes,39.84
1231-YNDEK,2024-08-30,Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,Gradient Boost Classifier,No,2.39
1407-DIGZV,2024-08-30,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,Gradient Boost Classifier,No,3.07
6397-JNZZG,2024-08-30,Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Gradient Boost Classifier,Yes,24.65
0570-BFQHT,2024-08-30,Female,No,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,Gradient Boost Classifier,Yes,45.27
4393-OBCRR,2024-08-30,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,Gradient Boost Classifier,No,6.86
3523-QRQLL,2024-08-30,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Gradient Boost Classifier,No,10.48
8564-LDKFL,2024-08-30,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,Gradient Boost Classifier,Yes,36.55
3696-DFHHB,2024-08-30,Female,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,Gradient Boost Classifier,No,1.89
0895-DQHEW,2024-08-30,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Gradient Boost Classifier,Yes,56.14
4717-GHADL,2024-08-30,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,Gradient Boost Classifier,No,3.59
5501-TVMGM,2024-08-30,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,Gradient Boost Classifier,Yes,70.03
5879-HMFFH,2024-08-30,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,Gradient Boost Classifier,No,1.49
6772-WFQRD,2024-08-30,Male,No,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,Gradient Boost Classifier,No,5.0
3810-DVDQQ,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,Gradient Boost Classifier,No,4.0
6972-SNKKW,2024-08-30,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,Gradient Boost Classifier,Yes,12.64
3694-GLTJM,2024-08-30,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,Gradient Boost Classifier,Yes,15.0
8550-XSXUQ,2024-08-30,Male,No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,Gradient Boost Classifier,No,9.24
8149-RSOUN,2024-08-30,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Gradient Boost Classifier,Yes,90.87
9055-MOJJJ,2024-08-30,Female,No,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,Gradient Boost Classifier,No,3.93
4359-INNWN,2024-08-30,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,Gradient Boost Classifier,No,5.38
0585-EGDDA,2024-08-30,Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,Gradient Boost Classifier,Yes,38.05
4032-RMHCI,2024-08-30,Female,No,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,Gradient Boost Classifier,No,4.1
0549-CYCQN,2024-08-30,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,Gradient Boost Classifier,Yes,13.3
3481-JHUZH,2024-08-30,Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,Gradient Boost Classifier,Yes,40.24
7250-EQKIY,2024-08-30,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Gradient Boost Classifier,Yes,45.45
3594-IVHJZ,2024-08-30,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,Gradient Boost Classifier,Yes,16.93
6869-FGJJC,2024-08-30,Male,No,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,Gradient Boost Classifier,No,9.86
3896-ZVNET,2024-08-30,Female,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,Gradient Boost Classifier,No,1.65
8205-VSLRB,2024-08-30,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,Gradient Boost Classifier,No,2.2
5960-MVTUK,2024-08-30,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,Gradient Boost Classifier,Yes,45.81
6817-WTYHE,2024-08-30,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,Gradient Boost Classifier,Yes,37.49
3082-VQXNH,2024-08-30,Male,No,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,Gradient Boost Classifier,Yes,39.67
4013-UBXWQ,2024-08-30,Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Gradient Boost Classifier,Yes,39.72
4931-TRZWN,2024-08-30,Female,No,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,Gradient Boost Classifier,Yes,32.07
0750-EKNGL,2024-08-30,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,Gradient Boost Classifier,Yes,12.32
7669-LCRSD,2024-08-30,Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,Gradient Boost Classifier,Yes,22.45
3567-PQTSO,2024-08-30,Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,Gradient Boost Classifier,Yes,34.02
5519-NPHVG,2024-08-30,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Gradient Boost Classifier,Yes,83.03
8043-PNYSD,2024-08-30,Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,Gradient Boost Classifier,No,1.73
9938-EKRGF,2024-08-30,Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,Gradient Boost Classifier,Yes,13.83
2703-AMTUL,2024-08-30,Male,No,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,Gradient Boost Classifier,No,4.33
0928-JMXNP,2024-08-30,Male,Yes,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,Gradient Boost Classifier,Yes,69.34
8173-RXAYP,2024-08-30,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,Gradient Boost Classifier,No,1.73
4825-XJGDM,2024-08-30,Female,No,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,Gradient Boost Classifier,No,4.91
5402-HTOTQ,2024-08-30,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,Gradient Boost Classifier,Yes,24.13
6734-JDTTV,2024-08-30,Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,Gradient Boost Classifier,No,2.07
7850-THJMU,2024-08-30,Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,Gradient Boost Classifier,No,1.79
3890-RTCMS,2024-08-30,Male,No,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,Gradient Boost Classifier,Yes,17.3
8849-GYOKR,2024-08-30,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Gradient Boost Classifier,Yes,16.35
3148-BLQJT,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Gradient Boost Classifier,Yes,42.67
